image_num,label,subfolder,w000,w100,w200,w300,w010_0,w010_1,w010_2,w110_0,w110_1,w110_2,w210_0,w210_1,w210_2,w310_0,w310_1,w310_2,w020_00,w020_01,w020_02,w020_11,w020_12,w020_22,beta_w020,w020_EVal1,w020_EVal2,w020_EVal3,w120_00,w120_01,w120_02,w120_11,w120_12,w120_22,beta_w120,w120_EVal1,w120_EVal2,w120_EVal3,w220_00,w220_01,w220_02,w220_11,w220_12,w220_22,beta_w220,w220_EVal1,w220_EVal2,w220_EVal3,w320_00,w320_01,w320_02,w320_11,w320_12,w320_22,beta_w320,w320_EVal1,w320_EVal2,w320_EVal3,w102_00,w102_01,w102_02,w102_11,w102_12,w102_22,beta_w102,w102_EVal1,w102_EVal2,w102_EVal3,w202_00,w202_01,w202_02,w202_11,w202_12,w202_22,beta_w202,w202_EVal1,w202_EVal2,w202_EVal3
726,0,train,2932.125,704.2548946651641,81.27141799219605,4.18879020478642,-0.047665624990241184,0.021710541665608485,-0.05991770835949328,-759.9859079864292,643.5321074181769,-114.9153725368068,-185.59966782125403,128.84312694354628,-39.146871085370705,-17.033840491260374,11.432303546825498,3.980240034682131,58833.360897708626,-15547.463770651608,37128.199294872626,133653.29720391688,44862.106766267185,85116.74759354611,0.11595171753832466,18640.427528686017,98202.72446412074,160760.25370236483,23136.827417767956,-6567.083756771386,13192.299000219806,46777.08958057987,13367.367541867294,27710.569682958856,0.134173564431542,7200.3065272308195,36760.0581808942,53664.12197318167,5027.660205063364,-1890.9605780958902,2557.3447029196723,9653.940991428426,2276.932107867621,5200.369090219328,0.1388975182513499,1492.4239773453558,7644.761261121379,10744.785048244383,635.5407851564985,-314.9587475321051,241.58480698924802,1226.905455546348,231.05114067503897,526.7714732686043,0.14018617284214613,193.64728071337672,814.2125090965424,1381.357924161532,262.30662592906765,62.85856937379489,-56.350513347260055,179.04316996177707,-46.976129372316024,262.90509877431936,0.4037116099618283,142.7732663529051,207.8300046534682,353.6516236587909,27.978515430767743,2.7569455075735703,-1.6802858103680016,23.10393853810323,-1.7449182802491536,30.18896402332508,0.6787600564931263,21.75685251627634,27.460745708320207,32.05381976759952
949,0,train,6042.375,1265.4235107627278,103.93962848711281,4.188790204786521,-0.5060424166571096,0.35586624999556715,-0.20650083335991276,-457.5625385632799,65.26881644379591,-72.47191171702718,-52.54732632832042,18.20513776125064,-83.47893864485175,-5.082349124421715,6.4344568767793895,-4.195650306599785,112594.88473307177,-121940.9366564279,39770.53894949879,689848.6912166919,329025.09366065427,489715.84255823586,0.05360634718136905,50415.8613933065,301260.49784687907,940483.0592678136,34628.07408889876,-27016.538325020592,15533.157122668712,160650.2173192079,75746.89007780372,131814.13722774992,0.07827602716277246,17532.765925071097,85573.25766991287,223986.40504087257,5943.607280528706,-4336.509125310593,2007.5556378709812,21467.246442746058,9140.678732401979,18417.02328266631,0.11076677854309842,3255.378283401067,13183.016368546778,29389.48235399323,489.911544260051,-384.6599438252658,120.07524031282654,1905.8518250834052,724.0129244870317,1548.5519463160808,0.12139630568859215,303.48412371508743,1140.8858930027347,2499.945298941716,577.7095795039791,103.72269284003843,-64.69365569570274,311.6939169817974,-60.274370536067195,376.02001427695126,0.41094885155811295,262.41790380995195,364.43975425603713,638.5658526967388,41.10894631281955,1.8084065462634298,-0.5258195930323759,29.320361243833858,-2.5446859903722223,33.510320930459415,0.6740599179712451,27.96506537388274,34.48705639713469,41.487506716095396
84,0,train,2936.625,888.926816867385,102.77794503523455,1.7763568394002505e-15,0.03905954166408687,0.02404391667795691,-0.028303624984671316,-599.0686666490901,520.6488038032768,144.49634391384762,-105.02957194786597,152.9316401090707,9.155128692430672,28.660111258298272,24.738788582973264,18.233022541679166,57987.24236534591,-46704.20900214385,12466.90726936989,191351.0112280168,104669.70243308395,167619.29472029244,0.08065640392158709,23228.300201472925,105738.47401251964,287990.77409966255,24406.693244958533,-14980.66880269684,7346.801310375606,76432.78679056808,43023.02503733771,64416.61042506519,0.08785049059858802,10045.393682455038,40864.22456143531,114346.47221670147,5323.436481230907,-2579.575092128818,1719.8522270716917,15659.501587542749,8538.961446887479,11886.680099529334,0.09727181036991109,2195.4293568581525,8104.141554081765,22570.047257363072,259.5692473293383,-262.39304209931356,19.527860632331635,1928.1843746146556,934.8357524294104,1016.4862133174774,0.06065263762799855,153.59059540414646,518.3505400684519,2532.298699788874,334.933943941038,71.85024585842788,-43.46717838890803,238.34666944613272,-64.08642577100127,315.6462034802143,0.44556352310483754,187.39949197889513,280.9374824502398,420.5898424382499,38.97281493672178,1.8617106414135813,-1.31152713081603,27.395615140637464,-4.355499887958099,36.40951495787532,0.6287242906147534,25.519185235105184,36.669926799653034,40.58883300047634
1141,0,train,3307.833333333333,820.849788582681,98.06268873921671,4.188790204786448,-0.07918499999066597,0.018198000001731884,0.07855283333797658,673.7445594472787,604.920058050297,26.374887580255717,194.68603892646948,175.20785539404685,-1.5259715597879588,25.09838206456395,17.79309553238526,-10.618754248333712,41708.51722327946,28948.96444187092,9474.099938386873,206982.01929531264,217324.87742706886,332400.897605255,0.04913898920460518,24434.560661999585,59402.83837661545,497254.0350852321,16516.86021867553,11065.64447311956,3361.609623600999,67085.0125452735,63544.35079063932,95906.70733045344,0.06476184277119458,9542.658623069115,22615.90462910737,147350.01684222603,3941.206636822977,2816.3619850861683,883.6142066939423,12143.355904610144,9923.370005296467,15574.091810669313,0.08812309865871615,2135.803210333119,5286.263427069506,24236.587714699806,558.9761118756577,412.70541086131743,109.22297486451154,1317.5955425095885,891.3466622421565,1566.3925507198826,0.11598923313611835,279.5959562952249,752.8345403310573,2410.5337084788466,332.00414729170916,-51.72064972728232,0.5568303862255917,268.05816664822095,-61.09262832663858,220.7874746427509,0.47054066962003743,173.21626851417915,279.5117408096514,368.12177925885055,35.986658179626595,-3.0245536572181044,0.4696587794684055,31.89292993425586,-3.341627508840482,30.183100625334244,0.7156356904984601,27.30233387681228,32.60919186242122,38.1511629999832
79,0,train,4593.875,990.456349702609,92.05247237941666,4.188790204786466,-0.08818329163663208,0.2016990416293023,0.09616779166927003,511.91299076016963,184.10436398961247,-687.7860924350105,-46.823188539363066,-19.70167029007494,-84.34046456359188,-7.673816250100124,3.0494599650787055,-7.9412870118793135,110591.4994009379,80231.72285892614,-46684.9912624627,347001.64640276885,137851.9711699493,218391.0663867053,0.0792692365694637,34933.56011729023,200355.6027814849,440695.04929163685,36860.80187104371,25526.06535371222,-14253.08467191842,96579.92101254367,33750.77627326849,60046.220428424676,0.09984288174843658,11937.045902967255,61991.59045789173,119558.30695115302,6684.117824106265,5187.845842276114,-2192.4936203283723,15727.268093987806,4238.267580640808,9149.743037119204,0.11257744032841994,2145.6352057276536,10356.300366972797,19059.19338251282,800.7851094314938,595.9428804788689,-138.37248465017154,1476.439682134367,379.04945133277147,827.9357634867644,0.14149987637246614,267.4974259231096,947.2203048617149,1890.4428242678011,422.1033520931205,-99.31212451934567,71.30910272987157,242.12466047209696,-42.7286203225467,326.22833713739146,0.39075549943379123,197.10108003663785,288.94501741810905,504.41025224786176,31.528740645710577,-3.5449912835280557,0.7186232503267194,27.839400148261184,-1.9819791787003753,32.684331585444895,0.7273952179920841,25.4355483016917,31.648934637397748,34.9679894403272
1023,0,train,3465.375,805.2016696631226,91.85023700441636,-4.188790204786389,-0.0053372500326531735,0.025665166669465833,0.05354895834844697,908.2679583722788,1103.8580145120143,932.0905789042085,193.4212940942179,218.93135192085535,125.58999733919562,-91.10074752513245,-101.80412126305102,-71.10952957745421,111741.4077195687,127549.26990053567,98224.86019551703,200615.0215063925,163287.91043135864,229639.89708984172,0.04069498120111929,18440.121526206258,70426.08943033272,453130.11535926384,38815.863003073646,41447.473163938346,28958.235755876412,64058.57803042631,47492.24040326587,65858.48893514634,0.051291686848254615,7059.624387142837,24036.49110065807,137636.81448084538,7865.382546310068,7842.730824599911,4699.598158126517,11766.80522315556,7841.910030545344,11276.670538526909,0.06056545579887099,1469.529136497912,5175.842384934263,24263.486786560366,-437.13854149160125,-569.0957752264097,-481.0384051709935,-266.1972072655468,-249.68947410247029,437.9179848389676,0.17354229605058583,-1108.4242086801812,192.35848217241232,650.6479625895884,295.7221614768996,-107.0720742563603,6.230582592064335,302.62195402496695,-59.94630772886592,206.85755416125613,0.3776629276988879,157.59781338336313,230.30630911617757,417.297547163582,32.44313970304106,-6.5186289719969315,-0.1518471286411618,29.52608853185323,-3.5389514323583207,29.881008769522065,0.6030493871324009,23.05413961667886,30.566824448243953,38.22927293949355
592,0,train,3821.791666666667,938.5078416480105,93.75415598306591,4.188790204786449,0.004665458334528694,0.07563679166105253,-0.0026407915956632166,-277.2886403447578,1029.033667501594,107.14269823494008,-57.99657866714965,100.75090360396321,-96.93111222228731,-6.450131725221695,8.716521097993294,0.319860816924848,39533.784825585324,-30668.463411932422,49673.700132848375,265206.31994913594,115909.5185429102,330898.7733186076,0.04684015043229908,19660.659394965747,196238.75984708348,419739.45885127963,15039.665029843247,-9964.976838029663,16739.887678875897,82963.49978959418,33972.99953263152,102357.21751436692,0.062214751879908,7993.837649798775,63878.727755487795,128487.81692851776,3357.668577447226,-2349.3756298396274,2768.953059855585,14158.86270539982,4860.048122298301,16142.622135618894,0.08997019458854774,1811.9082115935485,11708.262292810927,20138.982914061467,517.5934488555824,-284.92718166834743,261.88631736326425,1351.657800030398,387.5088447515376,1446.358126729659,0.1703484905096252,304.8296579081808,1221.332350159714,1789.447367547745,519.7946823498542,66.05123871990361,-74.9290666475312,200.33100696604757,-31.803199369081078,218.38215233210877,0.31885750386736006,176.00646274545738,210.51040923519506,551.9909696673578,34.67302425342816,1.9533950808060165,-1.7777908401333016,29.898281744355458,-1.3826679003914877,29.182849985282285,0.7796436912430011,28.101766591527184,29.60801821638817,36.04437117515052
644,0,train,3316.2083333333335,734.9819909167088,82.95341019286066,4.188790204786429,-0.05770662501422574,0.031293458335538205,0.0018627916127176292,-352.62543864538037,572.0415029494127,89.29873026074131,-107.09416825494613,97.62805784706543,-101.61286990617279,-15.81135575811973,14.668993982610427,-9.998213979201527,55293.21089587469,-27163.11264922343,42689.147514009135,159831.96619080968,86149.87847207075,189097.1291752077,0.07499038848790195,19723.910046145797,121479.22210748286,263019.17410826345,16950.270411340727,-7501.973494788677,12426.884878219818,47784.5517574086,24696.3333987831,56155.68671293308,0.09175077168118659,7101.530579239191,36388.751044241806,77400.2272582014,3431.7746968368456,-1288.91307730669,2614.0688770504985,8701.119205642637,4209.850743685399,9967.905390806889,0.1004897282282451,1379.6345397790155,6992.054683218246,13729.110070289109,455.48408427143823,-154.74010738922777,324.02697646081486,973.6362413502899,433.4719327972567,1094.1229404765593,0.1200559465278166,179.3323960447553,850.1706495039019,1493.7402205496296,305.78518962573753,72.98914879047673,-46.39086828363639,227.21843279954788,-34.92334408526206,201.9783684914234,0.4790374757877705,176.9247806758834,188.7233071157453,369.3339031250802,30.384825713520325,1.915008850438853,-1.9153089828904797,26.358223394183916,-1.6707700839723292,26.210361085156414,0.7657734261870205,24.6108792728931,26.203939489031015,32.13859143093655
837,1,train,4327.125,938.0472841702008,128.21653812624868,12.566370614359254,0.06570024998153201,-0.03929729166679863,-0.1426025417666672,1231.075362732949,1614.409095340048,1104.4630458675263,464.51931653329217,770.8733719777264,403.3361426979249,124.29073067687712,178.8122723902937,101.06895771677783,75402.54046364054,68065.68249149236,73221.39177654602,444091.66865856876,295559.69429194846,289769.7856981349,0.0644125525105407,44333.82274185285,76650.9312488739,688279.2408296177,29274.83120750206,24128.547244807603,23567.130031149514,137656.93232234384,81874.6046818602,77473.41389095414,0.07962024400366204,16022.70765610533,27143.352042719587,201239.11772197514,9318.714634319545,8702.078510512794,6730.972964794793,31779.405802910394,16996.085705545767,14663.366070021266,0.08035078385992842,3660.456269155761,6545.080522198998,45555.94971589643,2231.8835746023333,2449.212368047474,1684.291137944108,5668.566660027875,3107.928814135761,2459.889994651578,0.05735161296687519,509.6374086157105,964.5114434494625,8886.191377216608,372.6697416491088,19.587126102898207,-49.55317283135025,234.98513369272135,-65.67693088578801,330.39240882837066,0.4776361393074621,201.35006171440133,315.1418895483179,421.55533290748133,45.52341331006201,-1.6018858987675935,-2.170963127812672,34.22544869079448,-3.8656283348415843,48.467676125392174,0.6562717993378623,32.894146730392315,45.19964230991287,50.122749085943475
314,0,train,3926.0416666666665,965.179520822182,109.15602229023386,3.730349362740526e-14,0.11751145833035359,-0.17610625000156954,-0.0937770833386482,-919.0041158752402,1271.5254657998696,685.513158873939,-211.5666347266984,153.54600214174067,47.98244787736738,23.76325796430969,17.260652936584357,18.187082075142587,65483.2435788398,-44325.92901646852,9160.461058192403,273874.23008494655,205437.39203172538,274779.0762072733,0.05938595634592399,28580.035651641334,104297.35110748258,481259.16311193584,27835.5811967486,-14830.39599467937,6752.137701944024,88376.92960660205,60614.004447533676,85169.81152150704,0.07891900042454109,11656.731205851189,42020.58797471492,147705.00314429158,6886.132088693994,-3069.3864083072385,2130.447261096564,14425.138290683724,8805.533010350377,14734.436323048123,0.11092547056205306,2596.98675258066,10036.723233294188,23411.99671655099,556.5192142149413,-466.13627757407846,44.642011797044525,1549.8392967713044,691.648441362917,1171.0879684827821,0.11172681865795749,240.73049196467508,882.0811840051882,2154.634803499165,376.1570093692744,97.13675282569002,-62.85604194484036,289.4394949480022,-83.74681808138774,299.58301650490523,0.4135501768427246,203.05111866527787,271.1332822527496,490.9951199041545,37.30140658982793,4.047134583396742,-1.849300701143675,34.25631535611183,-3.694850107263216,37.59830034429413,0.717985615197467,30.733311048128698,35.61779928063625,42.80491196146895
